54.886	24.092	291	34
54.700	24.219	291	62
54.328	24.328	291	62
54.561	25.264	289	58
55.950	21.950	287	62
55.508	22.117	287	37
56.128	25.528	286	48
56.017	25.203	286	66
54.653	23.086	286	30
54.764	22.886	285	34
55.181	22.972	284	40
54.647	25.594	284	60
55.844	25.142	283	54
55.283	23.400	283	61
54.203	23.647	283	30
55.833	24.258	282	50
55.683	22.814	282	41
55.022	24.892	282	58
55.844	24.958	281	39
55.911	21.308	280	55
54.217	24.011	280	64
55.064	22.800	279	60
54.508	25.425	279	50
54.831	23.253	277	37
55.989	22.581	276	50
55.858	22.417	276	56
55.108	25.211	276	39
54.439	25.425	276	53
55.678	23.514	275	36
55.547	25.511	275	57
55.342	26.133	275	55
54.378	23.322	275	58
55.594	22.878	274	45
55.153	26.269	274	53
54.853	23.908	274	56
55.836	21.714	273	52
55.042	23.667	273	34
54.539	24.328	272	35
55.531	25.700	271	51
55.078	24.028	271	49
54.969	24.578	271	32
55.736	24.233	270	33
55.672	25.000	270	46
55.044	22.649	270	60
55.331	22.517	269	65
55.317	22.869	269	55
54.619	23.497	269	46
54.406	23.325	269	51
55.892	22.342	268	33
56.047	24.019	267	45
56.031	24.658	267	60
54.989	24.178	267	63
54.678	23.047	267	32
54.614	23.447	267	66
54.589	24.194	266	68
54.442	25.331	266	44
56.025	24.808	265	41
55.581	23.056	265	55
54.531	23.375	265	38
54.228	23.578	265	36
56.122	23.814	264	67
55.989	25.111	264	65
55.539	25.011	263	59
55.236	25.383	263	43
54.656	25.428	263	49
55.689	25.417	261	52
54.914	24.117	261	44
54.156	23.533	260	30
56.233	21.822	259	34
56.122	23.719	259	47
55.632	21.305	259	45
54.750	22.914	258	36
54.294	23.256	258	37
56.247	22.772	257	59
56.153	22.064	257	53
56.083	23.869	257	60
55.400	23.119	257	43
54.669	23.042	257	60
56.294	24.747	256	41
55.197	21.989	256	65
55.131	24.197	256	39
56.242	23.467	255	58
56.208	23.917	255	50
55.628	25.958	255	61
55.319	22.397	255	66
55.175	23.239	255	61
54.406	23.269	255	55
54.278	25.342	255	49
55.978	25.228	254	54
55.064	25.181	254	42
55.750	22.008	253	41
55.144	26.158	253	49
56.344	22.650	252	67
56.289	23.369	252	45
54.306	24.017	252	52
54.106	24.111	252	36
56.094	25.625	251	43
56.003	22.589	251	33
55.758	22.892	251	41
55.400	24.947	251	43
55.103	23.103	251	40
54.956	23.906	251	46
55.742	21.453	250	47
55.169	26.358	250	55
54.411	24.811	250	69
56.161	24.125	249	54
56.033	23.986	249	56
55.400	24.767	249	42
55.856	22.739	248	43
55.261	25.436	248	38
54.944	23.050	248	31
54.653	23.014	248	51
54.203	23.556	247	43
56.039	22.972	246	42
55.011	22.867	246	66
56.208	23.786	245	39
55.582	24.891	245	45
55.206	23.536	245	68
55.172	23.583	245	46
55.878	23.775	243	57
55.239	22.908	243	67
55.847	23.442	242	65
54.653	24.883	242	45
54.081	23.803	242	62
56.219	23.708	241	36
56.019	24.722	241	66
55.350	25.122	241	39
55.619	21.319	240	61
55.331	23.322	240	37
54.806	22.908	239	46
54.739	25.175	238	47
55.761	25.461	237	39
54.737	24.825	237	48
54.497	23.339	237	68
55.928	23.797	236	54
55.703	24.436	236	63
54.742	22.831	236	40
55.939	25.056	235	64
55.833	22.628	235	61
55.725	21.311	235	42
54.836	22.925	235	35
54.439	25.292	235	42
56.272	23.742	233	35
55.911	22.608	233	46
55.436	21.444	233	40
54.803	23.333	233	59
56.225	22.461	232	35
56.314	23.558	231	54
55.456	22.003	230	49
54.775	25.136	230	43
55.161	22.806	229	61
55.842	22.858	228	45
55.739	25.369	228	57
55.511	21.319	228	54
55.239	21.817	228	45
55.236	25.419	228	44
54.906	24.419	228	30
54.631	24.317	228	55
55.428	24.167	227	49
56.286	23.878	226	33
54.567	25.219	226	45
55.883	23.881	225	65
55.725	23.347	225	35
55.464	21.450	225	67
55.425	25.108	225	60
56.053	24.417	224	61
55.906	25.003	224	32
54.189	25.106	224	44
56.217	24.008	223	58
56.083	24.408	223	32
56.031	25.733	223	68
55.592	23.228	223	50
54.469	24.042	223	36
55.831	24.967	222	34
55.492	25.525	222	52
56.028	22.211	221	54
55.667	25.464	221	60
54.475	23.425	221	69
55.933	22.631	220	51
55.436	21.742	220	46
54.456	23.128	220	60
55.986	22.183	219	54
55.969	25.861	219	42
54.839	23.917	219	64
54.658	23.394	219	54
54.467	23.025	219	31
55.700	24.178	218	52
54.658	25.500	218	63
54.411	24.103	218	52
56.186	24.439	217	40
56.081	22.036	217	63
55.906	21.881	217	54
55.903	25.306	217	45
55.267	24.850	217	58
55.039	25.017	217	67
54.958	25.072	217	39
54.800	25.519	217	37
56.292	23.431	216	37
55.939	21.872	216	55
55.919	24.294	216	48
55.350	23.158	216	56
55.006	24.025	216	61
54.925	22.778	216	66
55.986	22.500	215	46
55.044	22.875	215	44
54.708	24.708	215	41
56.111	25.006	214	38
55.086	23.769	214	52
54.817	23.433	214	32
54.772	24.844	214	61
55.994	24.081	213	54
55.933	23.997	213	31
55.706	21.208	213	34
54.242	24.275	213	32
56.039	22.939	212	42
55.736	26.194	212	60
55.453	24.928	212	53
55.025	26.153	212	40
54.650	23.128	212	43
54.650	23.786	212	59
54.364	23.186	212	39
54.147	24.083	212	38
56.167	22.000	211	61
55.681	26.497	211	48
55.539	22.494	211	39
55.728	23.789	210	43
55.489	25.317	210	34
55.125	24.981	210	48
54.814	23.725	210	36
54.488	23.519	210	42
55.956	21.289	209	47
55.825	22.808	209	52
55.503	21.400	209	43
54.397	23.408	209	32
56.053	21.361	208	59
55.700	24.306	208	69
55.683	21.258	208	58
55.992	21.719	207	65
54.303	24.825	207	50
56.069	24.444	206	42
55.506	23.536	206	62
55.042	23.814	206	69
54.883	24.417	206	61
54.772	23.094	206	61
54.718	25.392	206	55
54.547	23.386	206	62
55.600	22.778	205	50
54.969	25.622	205	43
56.136	24.294	204	46
55.347	21.703	204	36
55.119	21.928	204	56
54.717	22.942	204	66
54.389	23.822	204	64
55.603	23.128	203	66
55.514	23.667	203	39
55.044	22.728	203	48
55.717	23.844	202	69
55.381	23.519	202	48
55.142	25.492	202	36
55.961	23.214	201	30
54.542	24.350	201	36
56.156	24.267	200	60
56.103	23.975	200	46
55.756	21.189	200	59
55.667	21.372	200	44
55.628	23.786	200	32
55.075	22.947	200	57
54.839	24.139	200	31
54.456	23.356	200	42
56.217	24.064	199	43
55.839	25.556	199	31
55.639	22.661	199	57
54.461	24.978	199	60
54.331	23.486	199	30
56.100	23.544	198	66
55.639	21.619	198	39
54.764	23.747	198	47
54.722	23.625	198	30
55.775	23.792	197	62
55.033	23.608	197	47
54.681	23.883	197	62
56.072	23.967	196	61
54.922	25.389	196	32
54.903	24.539	196	69
55.475	25.628	195	56
54.783	24.611	195	50
54.531	25.222	195	57
54.422	25.319	195	46
54.342	23.792	195	63
55.947	21.817	194	41
54.300	23.931	194	69
56.192	24.314	193	40
55.397	22.981	193	58
54.664	22.758	193	49
54.344	23.967	193	36
56.289	22.247	192	32
56.108	24.808	192	53
55.908	25.561	192	31
55.111	24.297	192	47
54.800	25.200	192	53
56.186	24.375	191	34
55.494	25.692	191	49
55.228	25.444	191	31
54.917	25.122	191	33
54.608	23.058	191	35
54.486	23.814	191	68
54.472	23.064	191	36
54.375	25.278	191	64
54.353	24.828	191	30
56.189	21.894	190	69
56.153	23.197	189	30
56.083	25.561	189	69
56.061	24.519	189	55
55.964	22.156	189	59
55.911	26.019	189	37
55.275	24.761	189	45
55.181	26.025	189	58
56.028	25.797	188	46
55.739	25.864	188	33
54.794	24.711	188	63
56.239	24.436	187	44
55.172	24.006	187	41
54.842	25.483	187	38
54.778	24.536	187	30
54.439	23.758	187	43
54.161	24.883	187	61
56.281	23.689	186	68
55.883	24.786	186	40
55.750	21.922	186	63
55.433	21.281	186	63
54.533	23.356	186	56
54.422	23.203	186	45
56.017	21.717	185	52
55.214	22.069	185	38
55.114	23.039	185	42
54.711	25.619	185	43
54.561	24.353	185	60
54.431	24.339	185	69
54.064	23.728	185	64
55.883	23.569	183	58
55.022	23.553	183	44
54.992	23.850	183	63
54.786	24.842	183	46
54.531	23.122	183	63
54.225	23.461	183	41
55.342	25.656	182	30
55.078	23.081	182	54
54.872	25.542	182	69
54.542	25.297	182	41
54.489	25.153	182	61
54.186	24.667	182	43
55.575	24.697	181	37
55.367	21.728	181	68
55.247	21.567	181	54
55.039	22.639	181	39
54.869	25.361	181	63
54.447	23.222	181	40
54.394	23.461	181	30
54.361	24.542	181	59
56.289	21.722	180	43
56.014	24.372	180	69
55.897	24.956	180	65
55.722	22.892	180	30
54.864	25.686	180	36
54.428	23.164	180	43
54.197	24.969	180	54
56.147	22.939	179	46
54.622	22.886	179	46
54.217	23.536	179	47
55.997	22.236	178	64
55.428	24.911	178	54
54.792	24.050	178	59
54.389	23.975	178	51
56.064	24.786	177	45
55.881	23.689	177	48
55.556	25.200	177	51
54.944	23.542	177	64
54.189	25.011	177	44
56.133	21.694	176	59
55.006	22.681	176	42
54.917	24.650	176	36
54.661	25.064	176	69
54.581	23.117	176	69
56.131	24.397	175	32
55.539	22.333	175	50
55.531	21.903	175	48
55.486	22.678	175	47
55.461	26.300	175	68
55.233	21.586	175	69
55.072	23.550	175	48
54.583	24.025	175	32
54.475	24.094	175	59
54.414	25.272	175	39
54.353	23.664	175	50
55.761	22.667	173	58
55.656	21.881	173	49
55.400	22.614	173	62
54.764	22.983	173	40
56.275	23.578	172	49
55.683	24.175	172	56
55.664	23.150	172	54
55.653	25.322	172	37
54.686	23.631	172	51
54.600	23.800	172	47
54.317	23.947	172	36
54.178	25.067	172	54
55.333	22.744	171	56
54.381	23.550	171	53
54.272	24.394	171	35
55.897	25.167	170	58
55.272	23.475	170	68
55.142	24.275	170	66
54.206	24.244	170	41
55.608	24.486	169	47
54.869	24.697	169	37
56.233	24.231	168	30
56.150	23.914	168	65
55.703	25.525	168	68
55.539	23.706	168	56
56.056	25.350	167	64
56.044	25.183	167	37
55.633	25.397	167	48
54.819	25.200	167	47
54.694	23.300	167	68
54.339	25.244	167	61
56.058	24.214	166	65
55.244	24.344	166	50
54.475	23.878	166	30
54.186	24.786	166	56
56.317	23.911	165	69
56.200	21.781	165	58
55.733	23.600	165	54
55.581	25.233	165	64
54.950	23.592	165	33
54.903	23.767	165	58
54.478	23.467	165	68
54.453	24.203	165	47
55.664	26.267	164	52
55.386	22.367	164	66
55.364	23.844	164	65
55.317	26.183	164	62
55.269	24.931	164	64
54.639	25.011	164	62
54.328	23.400	164	41
55.236	26.539	163	50
54.889	23.764	163	36
54.697	22.836	163	48
54.586	25.094	163	61
54.397	23.722	163	43
56.283	22.736	162	58
56.158	22.731	162	53
56.147	24.603	162	64
55.931	25.353	162	53
55.842	24.939	162	54
55.389	26.333	162	49
55.236	23.011	162	36
55.006	23.036	162	60
54.469	24.264	162	53
54.467	25.364	162	55
54.183	25.039	162	40
56.342	23.728	161	33
55.933	21.739	161	55
55.711	23.047	161	66
55.542	25.875	161	35
54.453	23.206	161	69
54.369	23.658	161	44
54.256	24.164	161	31
56.192	23.342	160	38
56.156	23.853	160	59
56.000	24.158	160	38
55.961	22.286	160	52
55.806	24.939	160	43
55.497	25.561	160	32
55.467	23.239	160	60
55.303	21.808	160	32
54.997	24.803	160	42
54.556	25.408	160	55
55.603	22.942	159	36
55.253	22.022	159	48
54.906	23.181	159	55
55.367	21.678	158	47
55.356	24.794	158	58
54.589	23.378	158	57
54.200	25.686	158	68
56.344	23.231	157	46
56.086	21.786	157	64
55.942	24.581	157	30
55.503	25.656	157	40
55.325	22.519	157	53
55.203	25.408	157	52
55.106	25.683	157	38
54.725	24.569	157	64
54.469	25.006	157	67
56.278	23.750	156	55
55.633	23.447	156	61
55.533	21.297	156	36
55.069	24.822	156	67
55.033	24.242	156	57
55.569	23.542	155	41
55.206	23.133	155	35
55.025	22.950	155	35
54.547	25.150	155	39
54.380	23.758	155	32
54.100	23.644	155	34
56.306	21.858	154	35
55.564	21.311	154	39
55.469	25.189	154	62
55.067	23.242	154	63
54.961	22.950	154	52
54.658	24.344	154	36
54.653	23.992	154	50
54.653	25.464	154	53
54.492	24.036	154	34
55.839	21.244	153	30
55.567	22.725	153	63
55.336	22.989	153	44
55.189	23.469	153	68
55.147	25.289	153	68
54.792	23.631	153	59
54.336	24.108	153	35
54.328	25.386	153	43
55.842	22.303	152	61
55.675	21.644	152	54
55.656	21.481	152	37
55.142	23.519	152	30
54.975	23.767	152	57
56.053	22.897	151	46
55.819	21.833	151	47
55.506	24.744	151	68
55.219	23.264	151	65
55.167	25.092	151	45
55.158	21.842	151	68
54.825	23.789	151	64
54.697	25.175	151	42
54.628	25.625	151	49
56.053	23.936	150	37
55.564	23.925	150	56
55.414	22.833	150	52
55.322	22.672	150	62
55.914	24.889	149	36
55.650	21.558	149	32
55.544	25.619	149	37
54.672	23.453	149	57
54.653	23.872	149	47
56.125	22.808	148	31
55.883	21.903	148	54
55.053	23.953	148	59
55.939	22.250	147	66
55.914	24.422	147	61
55.847	25.019	147	46
55.744	24.231	147	38
55.547	21.297	147	69
55.536	22.164	147	67
55.092	23.611	147	36
54.856	25.006	147	62
54.808	24.431	147	44
54.792	25.675	147	55
54.453	24.042	147	65
54.250	24.897	146	33
56.122	23.989	145	47
55.522	22.436	145	63
55.400	23.292	145	44
54.586	23.839	145	64
54.536	22.719	145	56
54.219	24.900	145	61
55.669	22.500	144	52
55.572	21.278	144	59
54.653	22.961	144	62
56.289	21.931	143	50
56.269	21.883	143	55
56.103	24.036	143	58
55.883	21.853	143	45
55.794	23.644	143	35
54.697	23.667	143	52
56.242	23.822	142	32
56.075	24.294	142	36
55.267	23.031	142	33
54.658	25.039	142	36
54.569	24.736	142	35
54.325	23.433	142	46
53.978	24.703	142	68
56.061	21.506	141	49
55.889	23.189	141	55
55.767	21.331	141	51
55.736	25.925	141	57
55.614	22.997	141	45
55.431	22.650	141	30
55.369	21.711	141	58
55.069	23.536	141	50
54.842	25.483	141	34
54.728	23.961	141	52
56.375	22.308	140	61
55.539	25.061	140	49
55.000	25.011	140	44
54.931	23.964	140	43
56.297	22.394	139	57
55.878	25.000	139	42
55.364	23.181	139	30
55.128	22.953	139	56
54.919	23.761	139	48
54.700	23.542	139	65
54.586	25.506	139	67
54.389	23.806	139	46
54.239	23.892	139	35
56.114	23.881	138	58
54.797	24.395	138	62
54.625	24.708	138	64
54.569	24.086	138	44
54.564	24.900	138	33
54.478	23.103	138	56
56.250	23.692	137	41
56.061	25.150	137	48
55.483	21.344	137	59
55.408	22.858	137	57
55.133	24.111	137	49
55.050	23.103	137	43
54.761	25.236	137	59
54.436	23.303	137	42
56.053	24.111	136	69
55.831	25.681	136	45
55.758	25.856	136	52
55.456	24.856	136	30
54.711	23.956	136	42
54.294	24.450	136	45
56.281	23.317	135	33
56.114	24.717	135	66
55.978	22.206	135	66
55.944	25.775	135	60
55.872	23.158	135	39
55.792	21.147	135	45
55.611	22.908	135	63
55.506	22.011	135	32
55.467	25.556	135	50
55.286	22.361	135	57
55.156	25.981	135	50
54.947	23.967	135	31
54.853	25.458	135	33
54.658	24.217	135	49
54.647	24.744	135	63
54.578	24.239	135	64
54.400	23.494	135	51
54.378	23.236	135	55
54.322	23.769	135	55
56.117	24.222	134	64
55.897	24.392	134	63
55.842	23.344	134	33
55.339	26.183	134	32
55.111	23.442	134	61
54.281	24.244	134	65
56.267	23.806	133	69
55.994	22.489	133	67
54.868	22.864	133	30
54.817	23.978	133	31
55.744	25.039	132	40
55.703	22.286	132	65
55.500	22.764	132	65
55.447	24.928	132	54
55.306	23.469	132	30
54.617	24.919	132	31
54.433	24.103	132	61
55.922	23.700	131	66
55.783	21.906	131	33
55.492	23.178	131	35
55.419	23.453	131	57
54.936	23.994	131	62
54.803	23.833	131	38
54.778	23.242	131	68
54.711	25.031	131	32
54.311	24.714	131	36
53.981	24.033	131	48
55.933	21.814	130	40
55.881	24.303	130	39
55.503	25.003	130	49
54.819	25.281	130	35
54.789	25.222	130	64
54.753	24.036	130	66
54.683	25.675	130	44
54.661	23.933	130	47
54.342	23.836	130	51
55.983	23.831	129	30
55.656	23.664	129	64
55.028	22.778	129	34
54.983	23.442	129	65
54.492	23.258	129	39
54.408	23.775	129	47
54.294	24.783	129	62
54.283	24.733	129	31
54.203	23.542	129	40
56.208	21.650	128	61
56.161	21.653	128	55
55.917	22.422	128	46
55.592	23.839	128	32
55.442	24.906	128	47
55.339	26.400	128	31
55.058	22.756	128	67
54.736	22.983	128	48
54.522	24.231	128	50
54.358	24.264	128	67
54.356	24.769	128	31
56.322	23.453	127	55
56.192	24.008	127	35
56.147	22.300	127	30
55.692	22.342	127	55
55.100	23.631	127	46
54.728	23.728	127	59
54.692	23.900	127	58
54.428	23.956	127	51
56.003	23.478	126	66
55.742	25.414	126	46
55.500	21.428	126	69
55.331	21.708	126	50
55.317	25.944	126	36
55.092	23.050	126	48
55.031	23.789	126	31
54.564	25.069	126	67
55.808	22.356	125	62
55.747	22.797	125	37
54.511	25.286	125	65
54.500	22.800	125	39
54.375	23.803	125	30
54.289	23.658	125	36
55.936	25.811	124	57
55.756	21.261	124	40
55.714	22.903	124	50
55.492	22.142	124	32
55.364	24.278	124	37
55.189	24.381	124	61
55.000	24.081	124	47
54.244	23.467	124	37
55.969	23.233	123	46
55.925	21.217	123	46
55.839	22.433	123	46
55.786	25.431	123	46
55.722	21.206	123	66
55.672	23.906	123	64
55.531	25.147	123	64
55.153	24.967	123	49
55.069	22.367	123	48
54.475	23.053	123	50
54.367	23.617	123	59
54.272	23.911	123	41
56.267	21.656	122	35
56.250	24.094	122	64
56.150	23.336	122	62
55.714	21.728	122	35
55.653	22.406	122	39
55.353	21.669	122	53
55.206	24.325	122	45
55.186	25.150	122	34
54.700	23.219	122	34
54.436	24.258	122	40
54.247	23.839	122	55
56.139	22.733	121	58
56.031	21.528	121	31
56.003	23.739	121	48
55.878	21.267	121	47
55.697	21.492	121	59
55.697	26.472	121	34
55.100	22.758	121	44
54.906	23.661	121	51
54.433	25.336	121	66
54.272	23.358	121	33
56.281	23.503	120	58
55.675	23.944	120	69
55.486	21.361	120	53
55.447	26.494	120	33
55.243	22.346	120	60
55.183	23.806	120	52
55.106	21.956	120	37
54.925	23.128	120	32
54.903	23.714	120	43
54.783	25.511	120	58
54.756	23.900	120	44
54.461	23.664	120	50
54.439	25.342	120	58
56.011	21.239	119	31
55.828	22.817	119	63
55.717	21.331	119	48
55.603	22.233	119	45
55.422	22.231	119	62
55.364	22.508	119	54
55.061	23.928	119	45
54.325	23.733	119	42
54.219	23.719	119	32
56.022	25.247	118	35
55.842	22.094	118	60
55.808	25.350	118	58
55.764	21.169	118	45
55.639	25.525	118	47
55.378	21.242	118	46
55.314	21.378	118	35
54.967	23.947	118	44
54.878	24.517	118	34
54.839	24.297	118	69
54.550	24.256	118	63
54.544	22.717	118	37
55.817	23.406	117	47
55.744	23.064	117	64
55.531	21.381	117	38
55.517	23.964	117	32
55.147	26.019	117	49
54.850	24.469	117	31
54.747	22.833	117	38
54.717	23.897	117	32
54.575	25.322	117	61
54.386	24.422	117	52
54.342	23.908	117	40
55.969	21.761	116	37
55.000	24.108	116	42
54.597	22.875	116	47
54.569	24.075	116	54
54.239	23.719	116	40
54.136	23.586	116	58
56.317	23.256	115	51
56.231	21.983	115	67
56.131	22.061	115	50
55.992	24.517	115	60
55.861	21.792	115	55
55.744	24.108	115	64
55.325	24.136	115	62
55.267	23.269	115	44
54.892	23.486	115	44
54.838	22.926	115	34
54.431	23.678	115	60
54.356	24.356	115	67
54.331	24.064	115	68
54.308	23.861	115	54
56.097	25.461	114	45
55.811	25.019	114	56
55.508	23.672	114	50
55.150	24.478	114	54
54.628	24.808	114	69
54.519	25.636	114	39
54.167	23.844	114	43
56.164	23.656	113	43
56.067	21.569	113	52
55.689	24.019	113	37
55.467	24.919	113	40
55.383	23.158	113	41
55.053	24.397	113	53
54.676	24.759	113	50
54.628	23.258	113	51
54.589	25.242	113	33
54.481	24.186	113	30
54.417	23.975	113	62
54.286	24.139	113	64
56.308	23.592	112	55
